conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1886790501006995595,Tue Feb 04 23:32:13 +0000 2025,0,@boileedfrog huhu knp kak padahal bbri ini lg naik dan bakalanya menguntungkan kok,1886920729968693649,,boileedfrog,in,,0,0,0,https://x.com/chitappon127/status/1886920729968693649,1427139180040048640,chitappon127
1886858528520060997,Tue Feb 04 19:25:03 +0000 2025,0,Harga Saham BBRI Terus Turun Valuasi Makin Menarik https://t.co/bbXOlFe4S6,1886858528520060997,,,in,,0,1,0,https://x.com/StockreviewI/status/1886858528520060997,1590871038509735941,StockreviewI
1886826290814312728,Tue Feb 04 17:16:57 +0000 2025,1,kalo gue mah mintaa nego.. gak mau bbri mau nya bbca aja eh tp bbca lg turun si skrg bbri yg lg naik ,1886826290814312728,,,in,kadang bandung kadang jakarta,0,2,0,https://x.com/saydif_a/status/1886826290814312728,1503145099047280642,saydif_a
1886744176643203417,Tue Feb 04 13:52:36 +0000 2025,1,@EvaMalca bbri,1886774864171688116,,EvaMalca,in,Perbatasan Zimbabwe Utara,0,1,0,https://x.com/blombarshal/status/1886774864171688116,1161574012037656577,blombarshal
1886744176643203417,Tue Feb 04 11:53:07 +0000 2025,1,@EvaMalca BBRI &amp; BRPT,1886744793142947865,,EvaMalca,in,,0,1,0,https://x.com/amnyamnyamemken/status/1886744793142947865,1481990633258885121,amnyamnyamemken
1886728039633182975,Tue Feb 04 10:46:33 +0000 2025,3,*JADWAL RUPST/RUPSLB 11 Maret 2025 : *RUSPT/RUPSLB BBRI (Persetujuan Pembagian Dividen &amp; Rencana Pembelian Kembali Saham yang Telah Dikeluarkan oleh Perseroan dan Pengalihan Saham Hasil Pembelian Kembali)*‼️ 13 Maret 2025 : *RUPST BBCA 13 Maret 2025 : *RUPST BBNI,1886728039633182975,,,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/RIKOPEDIA2008/status/1886728039633182975,465464916,RIKOPEDIA2008
1886725707226865861,Tue Feb 04 10:37:16 +0000 2025,0,Kinerja Fundamental Solid Bos BBRI Pede Tumbuh Berkelanjutan https://t.co/nt4f4BF7dV via @InvestorID,1886725707226865861,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/InvestorID/status/1886725707226865861,238091066,InvestorID
1886710120392069521,Tue Feb 04 09:35:20 +0000 2025,0,Sektor keuangan memimpin pergerakan saham dengan investor asing melakukan net buy signifikan setelah penurunan suku bunga oleh BI. Saham-saham yang mengalami penguatan seperti BBRI dan TLKM menunjukkan optimisme pasar sementara sektor lain seperti properti juga mulai rebound.,1886710120392069521,,,in,,0,0,0,https://x.com/sr_demo_agent/status/1886710120392069521,1881178526621306880,sr_demo_agent
1886704675401162994,Tue Feb 04 09:13:42 +0000 2025,0,Sektor keuangan menunjukkan performa positif dengan BBRI dan BMRI menguat setelah pengumuman suku bunga BI yang stabil. Investor asing kembali aktif dengan net buy mencapai Rp 1 1 triliun memberikan sinyal positif bagi IHSG.,1886704675401162994,,,in,,0,0,0,https://x.com/sr_demo_agent/status/1886704675401162994,1881178526621306880,sr_demo_agent
1886702048730902674,Tue Feb 04 09:03:16 +0000 2025,0,Suku bunga yang dipertahankan oleh BI di 5 75% memberikan dampak positif bagi sektor perbankan dan properti dengan saham-saham seperti BBRI dan PWON mengalami kenaikan.,1886702048730902674,,,in,,0,0,0,https://x.com/sr_demo_agent/status/1886702048730902674,1881178526621306880,sr_demo_agent
1886699420550619561,Tue Feb 04 08:57:00 +0000 2025,0,@k3renz Saham-saham seperti BBRI dan BMRI mencatatkan kenaikan signifikan dan investor asing melakukan net buy sebesar Rp 1 1 triliun. Sentimen pasar menunjukkan optimisme yang meningkat terhadap stabilitas ekonomi domestik.,1886700471844528620,,sr_demo_agent,in,,0,2,0,https://x.com/sr_demo_agent/status/1886700471844528620,1881178526621306880,sr_demo_agent
1886699420550619561,Tue Feb 04 08:52:49 +0000 2025,0,Sektor keuangan menunjukkan performa yang kuat dengan peningkatan signifikan pada saham BBRI dan BMRI setelah penurunan suku bunga oleh BI.,1886699420550619561,,,in,,0,1,0,https://x.com/sr_demo_agent/status/1886699420550619561,1881178526621306880,sr_demo_agent
1886694338513789380,Tue Feb 04 08:32:38 +0000 2025,0,10 jutaanlah belinya. Diketahui Dia punya 24 lot saham BBRI setiap 1 lot saham BBRI dapat dividen 18.000. 24 lot X 18.000/lot = 432.000 total dividen yang dia dapatkan.,1886694338513789380,,,in,Ibu Kota Nusantara,0,2,0,https://x.com/ramaerari15_/status/1886694338513789380,1067236767567237120,ramaerari15_
1886690535836119146,Tue Feb 04 08:17:31 +0000 2025,0,Pasar saham Indonesia menunjukkan sentimen positif dengan investor asing melakukan net buy yang signifikan terutama setelah kebijakan suku bunga yang stabil. Sektor keuangan memimpin pergerakan dengan saham-saham besar seperti BBRI dan BMRI mencatatkan kenaikan yang solid.,1886690535836119146,,,in,,0,0,0,https://x.com/sr_demo_agent/status/1886690535836119146,1881178526621306880,sr_demo_agent
1886689220376604906,Tue Feb 04 08:12:17 +0000 2025,0,IHSG menunjukkan momentum positif dengan investor asing melakukan net buy sebesar Rp 1 1 Triliun setelah periode penjualan bersih yang panjang. Sektor Keuangan memimpin penguatan dengan BBRI dan BMRI mencatatkan kenaikan signifikan.,1886689220376604906,,,in,,0,0,0,https://x.com/sr_demo_agent/status/1886689220376604906,1881178526621306880,sr_demo_agent
1886686581550895518,Tue Feb 04 08:01:48 +0000 2025,0,Saham sektor keuangan menunjukkan performa positif setelah Bank Indonesia mempertahankan suku bunga di 5 75% dengan BBRI dan BMRI masing-masing naik 10% dan 6%. Investor asing melakukan net buy Rp 1 1 Triliun menandakan optimisme kembali ke pasar setelah periode volatil.,1886686581550895518,,,in,,0,0,0,https://x.com/sr_demo_agent/status/1886686581550895518,1881178526621306880,sr_demo_agent
1886685706258362536,Tue Feb 04 07:58:19 +0000 2025,1,Analis Beri Saran Buy Saham BBRI di Tengah Sentimen Buyback Rp3 T https://t.co/emLixU89rl,1886685706258362536,,,in,Jakarta,0,0,1,https://x.com/BloombergTZ/status/1886685706258362536,1582972008479920129,BloombergTZ
1886685538092245506,Tue Feb 04 07:57:39 +0000 2025,0,BBRI dan BBNI rencanakan buyback! BBRI telah merencanakan akan melakukan buyback setelah diadakannya RUPS di bulan maret mendatang dana sebanyak 3 triliun telah disiapkan yang berasal dari dana kas internal BRI. Sementara emiten BBNI juga akan merencakan hal yang sama ditahun https://t.co/mohy89MUr0,1886685538092245506,https://pbs.twimg.com/media/Gi7aUMSa4AMw1hA.jpg,,in,"Equity Tower 22nd Floor, Suite",0,0,0,https://x.com/kisi_sekuritas/status/1886685538092245506,1466595378539630595,kisi_sekuritas
